,Synonyms,Japanese,English,Spanish,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Theme,Demographic,Genre,Demographics
66,,韋駄天翔(ジャンプ),Idaten Jump,,['TV'],52,Finished Airing,"Oct 1, 2005 to Sep 30, 2006",['Fall 2005'],Saturdays at 09:30 (JST),"['Production I.G', 'TV Tokyo', 'Aniplex', 'MediaNet']","None found,",['Trans Arts'],['Manga'],"['Fantasy', 'Sports']","['Isekai', 'Racing', 'School']",24 min. per ep.,PG - Children,7.36,#2557,#5007,"21,377",220,12677,"During a race, mountain bike (MTB) enthusiast Shou Yamato is mysteriously dragged into another world alongside his friends, Kakeru and Makoto. Soon, the group discovers that this world known as ""X-Zone"" revolves around Idaten battles—MTB races characterized by special courses, rules, and hidden powers lying dormant within the bikes. The only way to return home is to win and obtain the MTB emblems from the defeated challengers. Despite being perplexed and terrified of the bizarre world, Shou is surprisingly excited. He has the opportunity to compete with fellow MTB riders, make new friends and rivals, and also unearth the X-Zone's hidden truths that may dramatically change his fate. Shou and his friends must make it through an arduous journey, one rife with conspiracies against them, in order to safely return home together. [Written by MAL Rewrite]",[],Idaten Jump,,,,,,
67,,エンジェル・ハート,,,['TV'],50,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",['Fall 2005'],Tuesdays at Unknown,['Aniplex'],['Discotek Media'],['TMS Entertainment'],['Manga'],"['Action', 'Drama', 'Mystery', 'Romance']",,23 min. per ep.,PG-13 - Teens 13 or older,7.25,#3090,#5215,"19,373",86,5996,"A young Taiwanese assassin codenamed ""Glass Heart"" committed suicide by jumping off a building, and her heart was pierced by metal fence. Miraculously, her life was saved by heart transplantation. During her recovery she began to experience strange dreams, which lead her to Japan looking for the donor of her heart, who happens to be Kaori Makimura, former partner of City Hunter Ryo Saeba. The author mentioned in the first tankoubon volume that Angel Heart only shares the same characters of City Hunter but not its continuation. The events are all parallel universe, therefore it has nothing to do with City Hunter. (Source: Wikipedia)","['Adaptation (Manga) Angel Heart', '']",Angel Heart,,,,['Seinen'],,
68,,ふたりはプリキュア Splash☆Star,Pretty Cure Splash Star,,['TV'],49,Finished Airing,"Feb 5, 2006 to Jan 28, 2007",['Winter 2006'],Sundays at 08:30 (JST),['Asahi Broadcasting'],"None found,",['Toei Animation'],Original,"['Action', 'Comedy']",,24 min. per ep.,G - All Ages,7.19,#3418,#5683,"15,360",83,6364,"During the summer festival five years ago, two girls met at a mysterious tree and saw two glowing spheres. Now, these two girls--Saki Hyuuga, ace pitcher on the school softball team; and Mai Mishou, who prefers sketching over stargazing--are chosen by the spirits of flowers (Flappy) and birds (Choppy) to restore the Seven Fountains and save their worlds from Dark Autumn. Together, they are the NEW Pretty Cure. (Source: ANN)","[""Sequel (TV) Kibou no Chikara: Otona Precure '23"", 'Adaptation (Manga) Futari wa Precure: Splash☆Star']",Futari wa Precure: Splash☆Star,,,['Mahou Shoujo'],,,
69,BJ21,ブラック・ジャック21,,,['TV'],17,Finished Airing,"Apr 10, 2006 to Sep 4, 2006",['Spring 2006'],Unknown,"['Avex Entertainment', 'Yomiuri Telecasting']","None found,",['Tezuka Productions'],['Manga'],"['Action', 'Drama']",,24 min. per ep.,PG-13 - Teens 13 or older,7.53,#1828,#5829,"14,410",67,5525,"No direct-relation sequel to original Black Jack. Black Jack attempts to find out the conspiracy, of why he was involved in the bombfield accident that killed his mother, while he uncovers secrets of Organization and Project ""Noir"", which, his father and other famous doctors were involved in...","['Prequel (TV) Black Jack (TV)', 'Adaptation (Manga) Black Jack']",Black Jack 21,,,['Medical'],['Shounen'],,
70,"Garakan, Garasu no Kantai, Glass Fleet",ガラスの艦隊～La legende du vent de l'univers～,Glass Fleet,,['TV'],24,Finished Airing,"Apr 5, 2006 to Sep 22, 2006",['Spring 2006'],Wednesdays at 02:40 (JST),"['Sotsu', 'Asahi Broadcasting', 'Sotsu Music Publishing']",['Funimation'],"['Gonzo', 'Satelight']",Original,"['Adventure', 'Sci-Fi']",,24 min. per ep.,PG-13 - Teens 13 or older,6.52,#6973,#6054,"13,054",19,4007,"The People's Army led by Michel stands against Vetti's newly founded empire. Upon seeing how strong the Glass Battleship is, Michel tries to get Cleo, the captain of the Glass Battleship, to help People's Army overthrow Vetti's empire. And together they fight against Vetti's empire. (Source: ANN)",[],Glass no Kantai: La Legende du Vent de l'Univers,,,,,,
71,,IGPX -Immortal Grand Prix-,IGPX: Immortal Grand Prix Season 2,,['TV'],13,Finished Airing,"May 20, 2006 to Aug 26, 2006",['Spring 2006'],Unknown,['Bandai Visual'],"['Bandai Entertainment', 'Discotek Media']",['Production I.G'],Original,"['Action', 'Sci-Fi']","['Mecha', 'Racing']",23 min. per ep.,PG-13 - Teens 13 or older,7.25,#3102,#6268,"11,947",27,5750,"Team Satomi has just been deemed as the winners for the IG-2 lower league and now join the top IG-1 competition. But it's not going to be easy. Young pilots Takeshi, Liz, Amy, and River are going to have to be a team to be number 1, however one thing leads to another with these four. Most important of all, their opponents overwhelm Team Satomi in every aspect, including strategy and skill, as well as funding. One thing is for sure, this is not going to be an easy year for ""Team Satomi.""","['Prequel (TV) IGPX: Immortal Grand Prix (2005)', '']",IGPX: Immortal Grand Prix (2005) 2nd Season,,IGPX Immortal Grand Prix,,,,
72,Spider Riders: The Heroes of Oracle,スパイダーライダーズ ～オラクルの勇者たち～,Spider Riders,,['TV'],26,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",['Spring 2006'],Wednesdays at 17:30 (JST),"['TV Tokyo', 'Yomiko Advertising', 'YTV', 'Cookie Jar Entertainment']",['Funimation'],['Bee Train'],Novel,"['Action', 'Adventure']",,23 min. per ep.,PG - Children,6.56,#6682,#6649,"10,391",36,4406,"Underneath the surface of the Earth lies the Inner World, a realm where a war rages on between intelligent spiders and the invading humanoid insects known as Insectors. However, the spiders are not alone, as ""Spider Riders""—humans from the Outer World, known as Earthens in the Inner World, that are chosen by the Oracle—fight alongside them. Filled with wondrous tales of a mysterious pyramid and entrusted with his grandfather's journal, a young boy called Hunter Steele sets out on an exploration. There, his destined meeting with the Oracle occurs, and he is transported into the Inner World as a Spider Rider. Finding himself lost and confused in the middle of a forest, Hunter crosses paths with a giant spider named Shadow. Although reluctant, Shadow agrees to fight by his side. He then meets Corona—a skilled Spider Hunter and kind girl with a penchant for normal life. She shows him the ropes of being a Spider Rider, and educates him about the fate of the Inner World if the Insectors continue their tyrannical reign. Thus begins the story of Hunter Steele, a heedless young boy on a quest to save the Inner World. But his task of retrieving the four Oracle Keys holding the Oracle's true power will lead him to an ultimate clash against Mantid, leader of the Insectors. [Written by MAL Rewrite]","['Sequel (TV) Spider Riders: Yomigaeru Taiyou', '']",Spider Riders: Oracle no Yuusha-tachi,Spider Riders,Spider Riders,['Mecha'],,,
73,"Love Get Chu - Miracle Seiyuu Hakusho, Rabugetsu Chu",ラブゲッCHU ～ミラクル声優白書～,,,['TV'],25,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",['Spring 2006'],Unknown,"None found,","None found,",['Radix'],Visual novel,"['Comedy', 'Romance']",,24 min. per ep.,PG-13 - Teens 13 or older,6.50,#7091,#7010,"9,173",9,2415,"Five girls came to a training school to become voice actresses holding each thought in her mind. Momoko - she wanted to be a voice actress to meet her favorite voice actor. Rinka - she is an armature voice actress, but she didn't have special purpose to become voice actress. Yurika - she likes anime very much. Tsubasa - she was a girl in love, and acted only as a boy. Amane - she found a deadlock as a actress and tried to find another way. They managed to get over the difficulty to become voice actress although they couldn't perform as main characters yet. There is a love romance with a boy works for an anime company, and you can catch a glimpse of situations of anime industries. (Source: ANN)",[],Love Get Chu,,,['Showbiz'],,,
74,"Gundou Musashi, MUSASHI -GUN-, Musashi-GUNDOH, Musashi: The Way of the Gun",GUN道 MUSASHI,Gun Samurai,,['TV'],26,Finished Airing,"Apr 9, 2006 to Oct 8, 2006",['Spring 2006'],Sundays at 09:30 (JST),['TBS'],"None found,",['ACC Production'],Original,"['Adventure', 'Fantasy']",,25 min. per ep.,PG-13 - Teens 13 or older,5.46,#12233,#7108,"8,882",23,1368,"The war over control of a unified Japan, the Sengoku Era, is over and the Toyotomi army has won. Toyotomi has allowed his rival, Tokugawa, to live but since that final battle an evil ayakashi named Yasha reveals to Tokugawa that history says that he should have won the war instead of Toyotomi. Tokugawa agrees to the evil ayakashi power Yasha offers him, and the only person who can stop Tokugawa from ruling Japan and killing Princess Kaguya, who is the link to this alternate present, is Musashi Miyamoto, a young and brash man who follows the way of ""Gun-do"", which mixes together swordfighting with gunplay. (Source: ANN)",[],Gun-dou Musashi,,Musashi,['Samurai'],,,
75,,サザエさん,Mrs. Sazae,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9129,#7129,"8,808",39,1935,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,
76,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,El Ninja Boy Rantaró,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4017,#7392,"8,012",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,,,['Kids'],['Comedy'],
77,Rockman EXE Beast Plus,ロックマンエグゼビースト+（プラス）,,,['TV'],26,Finished Airing,"Apr 8, 2006 to Sep 30, 2006",['Spring 2006'],Unknown,"None found,","None found,",['Xebec'],Game,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Strategy Game']",10 min. per ep.,PG - Children,6.79,#5379,#7753,"7,121",6,2590,"Beast+ continues from where Beast left off, though it is marketed as a stand-alone series. Episodes are reduced to approximately ten minutes in length, airing in the thirty minute time-slot Oha Coliseum alongside the Saru Getchu anime. Beast+ consists of a string of arcs beginning with the appearance of the Professor and Zero (both from Mega Man Network Transmission). (Source: Wikipedia)","['Prequel (TV) Rockman.EXE Beast', '']",Rockman.EXE Beast+,,,,,,
78,"Fushigi-boshi no Futago-hime Gyu!, Fushigi Boshi no Futago Hime Gyu!",ふしぎ星の☆ふたご姫,Twin Princesses of the Wonder Planet,,['TV'],52,Finished Airing,"Apr 1, 2006 to Mar 31, 2007",['Spring 2006'],Saturdays at 10:00 (JST),['Nihon Ad Systems'],"None found,","['J.C.Staff', 'HAL Film Maker']",Original,"['Comedy', 'Fantasy']",,24 min. per ep.,G - All Ages,7.13,#3750,#7805,"6,992",29,2693,"Fine and Rein are sent to the Royal Wonder Academy on the Royal Wonder Planet in order to study to become better princesses. They plan to make many friends, but unfortunately, the competition and cold nature of the students and teachers make things impossible. The twins also become Universal Princesses when touching the legendary Soleil Bell, releasing two angels named Pyupyu and Kyukyu to help aid them. Unfortunately, an evil force manifested in a painting doesn't seem to be satisfied about the Universal Princesses... (Source: ANN)","['Prequel (TV) Fushigiboshi no☆Futagohime', '']",Fushigiboshi no☆Futagohime Gyu!,,,['Mahou Shoujo'],,,
