,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Demographic,Theme,Genre,Demographics
224,Cells at Work!!,『はたらく細胞!!』最強の敵、再び。体の中は“腸”大騒ぎ！,Cells at Work!! The Return of the Strongest Enemy. A Huge Uproar in the Body’s Bowels!,['Movie'],1,Finished Airing,"Sep 5, 2020",,,"['Aniplex', 'Kodansha']","None found,",['David Production'],['Manga'],"['Action', 'Comedy']","['Anthropomorphic', 'Educational', 'Medical']",1 hr. 48 min.,PG-13 - Teens 13 or older,7.36,#2552,#4608,"25,749",13,3048,"Ippan Saibou is envious of the public praise immune system cells like white blood cells receive for protecting the human body from deadly pathogens. Instead of watching safely from his home, he also wants to be useful and get recognized for his efforts. He soon comes across a group of infantile-looking bacteria getting washed away by a river current. Despite knowing the potential dangers that they hold, he rescues the bacteria and brings them to safety. However, Hakkekkyuu U-1146 picks up the presence of these bacteria and is on the hunt for them. Meanwhile, somewhere else in the human body is NK Saibou, who is on the lookout for someone. Based on her intel, he is an antigen that the immune system cells have previously encountered, and he may have returned for revenge. [Written by MAL Rewrite]",[],"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",,,,['Shounen'],,,
225,Saiseisan Soushuuhen Shoujo☆Kageki Revue Starlight,少女☆歌劇 レヴュースタァライト ロンド・ロンド・ロンド,,['Movie'],1,Finished Airing,"Aug 7, 2020",,,['Bushiroad'],"None found,",['Kinema Citrus'],Original,,"['Music', 'Performing Arts', 'School']",2 hr.,PG-13 - Teens 13 or older,7.59,#1616,#7308,"8,210",30,2706,"At the performing arts division of Seishou Music Academy, the ever-evolving stage threads the lives of its students together as they tirelessly hone their craft. Yet, as the girls prepare for a new rendition of the previous year's performance, the carefree Karen Aijou begins to settle for a smaller role. However, her waning passion is reignited by the return of her childhood friend Hikari Kagura, whose sudden transfer to the academy triggers a flurry of changes in the class dynamics. Subsequently, Karen chances upon a secret battleground underneath the school, which houses a set of auditions that will crown its ultimate victor as ""Top Star."" As she dives headfirst into these enigmatic trials, Karen begins to learn about the tribulations that come with vying for the top. Even if fate wills them apart, Karen and Hikari must fight in hopes of fulfilling their childhood promise: to become stars together. [Written by MAL Rewrite]","['Sequel (Movie) Shoujo☆Kageki Revue Starlight Movie', '']",Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,,,,,,,
226,,映画 ドラえもん のび太の新恐竜,Doraemon the Movie 2020: Nobita's New Dinosaur,['Movie'],1,Finished Airing,"Aug 7, 2020",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],"['Adventure', 'Comedy', 'Sci-Fi']",,1 hr. 50 min.,PG - Children,7.58,#1645,#8738,"5,252",11,2514,Nobita and the gang travel 66 million years into the past to bring a pair of adorable dinosaur twins back to where they belong. (Source: Netflix),[],Doraemon Movie 40: Nobita no Shin Kyouryuu,,,,,,,"['Kids', 'Shounen']"
227,The Platelets Go to the Movie Theater,血小板 映画館へ行く,,['Movie'],1,Finished Airing,"Sep 5, 2020",,,"None found,","None found,","None found,",['Manga'],,,3 min.,PG-13 - Teens 13 or older,5.94,#10218,#8838,"5,105",1,472,"An anime short screened along with the Hataraku Saibou!!: Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi! (Cells at Work!! The Return of the Strongest Enemy. A Huge Uproar in the Body’s Bowels!) theatrical anime. (Source: ANN)",[],Kesshouban: Eigakan e Iku,,,,,,['Comedy'],
228,The Kotobuki Squadron in the Wilderness,荒野のコトブキ飛行隊 完全版,The Magnificent Kotobuki,['Movie'],1,Finished Airing,"Sep 11, 2020",,,['Bandai Namco Arts'],['Sentai Filmworks'],"['WAO World', 'GEMBA']",Original,"['Action', 'Adventure']",,1 hr. 59 min.,PG-13 - Teens 13 or older,6.47,#7285,#10658,"2,867",7,350,Compilation film with new content.,"['Adaptation (Manga) Kouya no Kotobuki Hikoutai', '']",Kouya no Kotobuki Hikoutai Kanzenban,,,,,['Military'],,
229,Crayon Shin-chan Movie 28: Crash! Rakuga Kingdom and Almost Four Heroes,映画クレヨンしんちゃん 激突! ラクガキングダムとほぼ四人の勇者,,['Movie'],1,Finished Airing,"Sep 11, 2020",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],,,1 hr. 44 min.,G - All Ages,7.19,#3410,#11244,"2,406",3,845,"Due to the advent of modern technology, kids have abandoned their crayons and paper for electronic tablets, causing the imaginative energy emitted from children's doodles to reach an all-time low. Consequently, the Rakuga Kingdom in the sky, powered by such energy, is now at risk of collapsing onto the cities below. For any hope to avoid such a catastrophe, the kingdom's princess hastily seeks out a hero from Earth capable of wielding the ""Miracle Crayon."" While the kingdom's reformers arrive on land to seize Earth, the magical crayon finds itself in the hands of Shinnosuke ""Shin-chan"" Nohara. In a journey that will test the limits of childlike imagination, Shin-chan must harness his creativity to secure the safety of his home and restore peace to both worlds. [Written by MAL Rewrite]","['Prequel (Movie) Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi', 'Sequel (Movie) Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen']",Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,,,,['Seinen'],,['Comedy'],
230,,기기괴괴-성형수,Beauty Water,['Movie'],1,Finished Airing,"Sep 9, 2020",,,"None found,","None found,",['Studio Animal'],['Web manga'],"['Horror', 'Suspense']",,1 hr. 25 min.,R+ - Mild Nudity,6.18,#8919,#11454,"2,254",3,826,"Beauty Water looks like a common skin cosmetic. But unlike other cosmetics, people can sculpt their skin with it like molding clay and change their appearance. An ordinary girl, Yaeji, comes across the 'Beauty Water' by chance, and her endless desire to be the most beautiful woman brings her unimaginable disaster. (Source: Anilist)","['Adaptation (Manhwa) Tales of the Unusual', '']",Gigi Goegoe Sunghyungsoo,,,,,,,
231,"Pocket Monsters Planetarium: The Message from the Aurora, Pokemon (2019): Planetarium",プラネタリウム ポケットモンスター オーロラからのメッセージ,,['Movie'],1,Finished Airing,"Aug 29, 2020",,,"None found,","None found,",['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,27 min.,PG - Children,6.63,#6334,#11704,"2,093",0,571,"Word has it that whenever the sun enters a new solar cycle that there's a chance the so-called Aurora Pokémon, the legendary Pokémon Suicune itself, will make an appearance! Satoshi and Gou head toward Aurora Village as research fellows from the Sakuragi Laboratory in order to look into the connection between Suicune and the auroras. There, they meet a girl named Emma, whose father is an aurora researcher, as well as the many Pokémon who live out there in the snowy fields. But the Rocket-Dan appear before Satoshi and the others to get Pikachu! Will our heroes be able to reach the auroras and meet Suicune after all!? (Source: Dogasu's Backpack)",[],Planetarium Pokemon: Aurora kara no Message,,,,['Kids'],,,
232,Igeos-eun Beulluga Anida,This is not BLUE,,['Movie'],1,Finished Airing,"Jul 29, 2020",,,"None found,","None found,","None found,",Original,,,2 min.,PG-13 - Teens 13 or older,5.38,#12455,#13226,"1,302",2,643,"An experimental film by mareykrap about the color blue. Blue pigment in the natural world is very rare. Instead, what we typically observe is the reflection of blue light waves. How much ""true blue"" really exists in our world? A series of blue images. Or are they?",[],This Is Not Blue,,,,,['Music'],['Avant Garde'],
233,Mr. Miao,妙先生,,['Movie'],1,Finished Airing,"Jul 31, 2020",,,"['Beijing Enlight Pictures', 'Horgos Coloroom Pictures Co., Ltd.']","None found,",['Guton Animation Studio'],Other,"['Adventure', 'Drama', 'Fantasy']",,1 hr. 28 min.,PG-13 - Teens 13 or older,[],#17593,#14127,"1,020",0,,"Adapted from a short tale from self-made animator Bu Sifan, writer and director of Dahufa, the feature introduces a fictional golden-colored flower, which possesses the magical ability to debauch humans who get too close to it. As the flower only chooses kindhearted people as hosts, a group of martial artists who want to eradicate the plants face a dilemma: Should one kill good people for rescuing men from sin? (Source: China Daily)",[],Miao Xiansheng,,,,,,,
234,Eiga Fushigi Dagashiya: Zenitendou - Tsuri Taiyaki,映画 ふしぎ駄菓子屋 銭天堂 つりたい焼き,,['Movie'],1,Finished Airing,"Aug 14, 2020",,,"None found,","None found,",['Toei Animation'],Novel,,,9 min.,G - All Ages,[],#20560,#15129,763,0,,The movie will adapt the first volume following an eight-year-old boy Keiji getting a mysterious snack that can make him fish taiyaki (Japanese fish-shaped cake). (Source: MAL News),"['Sequel (TV) Fushigi Dagashiya: Zenitendou', '']",Fushigi Dagashiya: Zenitendou Movie - Tsuri Taiyaki,,,,['Kids'],,['Mystery'],
235,,かたのあと,The mark of Emi,['Movie'],1,Finished Airing,"Aug 14, 2020",,,['Tokyo Zokei University'],"None found,","None found,",Original,,,4 min.,R+ - Mild Nudity,5.85,#10661,#15195,747,1,331,"My friend Emi appeared in my dream. I was so surprised by this, I couldn't face her at school that day. But I forgot that we had to go to the swimming pool for PE class that afternoon, so I ended up having to borrow Emi's swimsuit. Furukawahara Momoka's graduation work from 2019 at Tokyo Zokei University. (Source: Anilist)",[],Kata no Ato,,,,,,['Girls Love'],
236,Kagaku Manga Survival,人体のサバイバル!,,['Movie'],1,Finished Airing,"Jul 31, 2020",,,"None found,","None found,","['Toei Animation', 'Gallop']",['Manga'],"['Action', 'Comedy']",,46 min.,PG - Children,[],#16436,#15716,654,1,,Geo joins a group of scientists on a journey inside the human body after Pipi caught a disease. (Source: Film Affinity),"['Sequel (Movie) Shinkai no Survival!', '']",Jintai no Survival!,,,,['Shounen'],,,
237,,新愚公移山,The Old Man and Two Mountains,['Movie'],1,Finished Airing,"Sep 10, 2020",,,"None found,","None found,","None found,",Other,"['Adventure', 'Fantasy']",,1 hr. 22 min.,None,[],#15634,#17201,476,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xin Yu Gong Yu Shan,,,,,,,
238,SiroMovie,白爪草,,['Movie'],1,Finished Airing,"Sep 19, 2020",,,"None found,","None found,",['HoriPro'],Original,,,1 hr. 12 min.,PG-13 - Teens 13 or older,[],#14313,#19333,315,0,,"Ao Sirotubaki, who works at ""Hanagumi"", was living a normal and quiet life as a flower shop owner. However, her twin sister, Beni Sirotubaki, contacts Ao for the first time in six years. What happened to the sisters six years ago, and what do the two reunited talk about? The lives of the sisters begin to move greatly as their feelings intermingle. A shocking one-situation suspense movie developed in the world's first all-cast VTuber!! (Source: Humax Cinema)",[],Sirotsumekusa,,,,,,['Suspense'],
239,Mouseman: The Bundle of Love,マウスマン～愛の塊～,,['Movie'],1,Finished Airing,"Sep 25, 2020",,,"None found,","None found,",['Studio Kingyoiro'],Original,"['Drama', 'Romance', 'Sci-Fi']",,52 min.,PG-13 - Teens 13 or older,[],#17814,#19799,289,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Mouseman: Ai no Katamari,,,,,,,
240,,映画おしりたんてい テントウムシいせきの なぞ,,['Movie'],1,Finished Airing,"Aug 14, 2020",,,"None found,","None found,",['Toei Animation'],Picture book,"['Comedy', 'Fantasy', 'Mystery']",,40 min.,PG - Children,[],#18260,#20540,248,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Oshiri Tantei Movie 2: Tentoumushi Iseki no Nazo,,,,['Kids'],,,
241,,蜉蝣日记,Dayfly,['Movie'],1,Finished Airing,"Jul 11, 2020",,,['CUC Anima'],"None found,","None found,",Original,,,14 min.,PG-13 - Teens 13 or older,[],#20587,#22570,145,0,,"In the vast universe, the process of human beings and all things in the world to die is as short and gorgeous as a dayfly. The ""dayfly"" with only one day's life and the time of the day are used as clues. The time starts at 0:00 and ends at 24:00 the next day, interspersed with three short stories. (Source: TIAF)",[],Fuyou Riji,,,,,,['Drama'],
242,Xiao Ta Lixian Ji Zhi Jiyi Senlin,小塔历险记之记忆森林,,['Movie'],1,Finished Airing,"Jul 27, 2020",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,1 hr. 13 min.,PG - Children,[],#15477,#22796,137,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xiao Ta Lixian Ji: Jiyi Senlin,,,,['Kids'],,,
243,,阿里巴巴与神灯,,['Movie'],1,Finished Airing,"Sep 5, 2020",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,1 hr. 19 min.,PG - Children,[],#19085,#23644,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Alibaba Sangen Jinfa', '']",Alibaba Yu Shen Deng,,,,['Kids'],,,
244,,小公主艾薇拉与神秘王国2,Avera and the Mystical Kingdom 2,['Movie'],1,Finished Airing,"Aug 22, 2020",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,1 hr. 20 min.,G - All Ages,[],#15401,#24380,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Xiao Gongzhu Ai Wei La Yu Shenmi Wangguo', '']",Xiao Gongzhu Ai Wei La Yu Shenmi Wangguo 2,,,,['Kids'],,,
245,,극장판 미니특공대: 햄버거괴물의 습격,Mini Force: Raid of Hamburger Monsters,['Movie'],1,Finished Airing,"Sep 30, 2020 to ?",,,"None found,","None found,",['SAMG Entertainment'],Original,,"['Anthropomorphic', 'Mecha']",1 hr. 26 min.,PG - Children,[],#17660,#24704,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Miniforce: Haembeogeogoemului Seubgyeog,,,,['Kids'],,['Action'],
246,,りさいくるずー まもれ!もくようびは資源ごみの日,,['Movie'],1,Finished Airing,"Aug 14, 2020",,,['Toei Animation'],"None found,","None found,",Original,"['Adventure', 'Comedy']",,9 min.,G - All Ages,[],#18704,#25481,84,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Recycle Zoo', '']",Recycle Zoo: Mamore! Mokuyoubi wa Shigengomi no Hi,,,,['Kids'],,,
247,,매지컬: 공주를 웃겨라,,['Movie'],1,Finished Airing,"Sep 17, 2020",,,"None found,","None found,","None found,",Original,"['Drama', 'Romance']",,1 hr. 21 min.,G - All Ages,[],#17318,#25549,83,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Magical: Gongjuleul Usgyeola,,,,,,,
248,"My Hero Academia Movie 2: Heroes Rising Epilogue Plus, Boku no Hero Academia the Movie 2 Picture Drama",僕のヒーローアカデミア THE MOVIE ヒーローズ・ライジング エピローグ・プラス《夢を現実に》,My Hero Academia: Heroes Rising - Epilogue Plus,['Special'],1,Finished Airing,"Jul 15, 2020",,,"None found,","None found,",['Bones'],['Manga'],,,9 min.,PG-13 - Teens 13 or older,7.46,#2100,#3293,"50,247",101,20511,"A picture drama epilogue to the film Boku no Hero Academia the Movie 2: Heroes:Rising, bundled with the BD/DVD release.","['Prequel (Movie) Boku no Hero Academia the Movie 2: Heroes:Rising', '']",Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,,,,,,['Comedy'],
