,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,German,Spanish,Demographics,French
232,"Haru no Hidamari, Mayoi Neko, Utau, Bokura ni Nareru Uta & FILM LIVE",劇場版 バンドリ！It's MyGO!!!!!,,['Movie'],2,Finished Airing,"Sep 27, 2024 to Nov 8, 2024",,,"['Ultra Super Pictures', 'Bushiroad', 'Tokyo MX', 'Good Smile Company', 'Bushiroad Music', 'HoriPro International', 'Ace Crew Entertainment']","None found,",['SANZIGEN'],Mixed media,,,,1 hr. 58 min. per ep.,PG-13 - Teens 13 or older,[],#19438,#11384,"2,336",7,,Theatrical compilation of BanG Dream! It's MyGO!!!!!.,[],BanG Dream! It's MyGO!!!!! Movie,,['Music'],,,,
233,,わんだふるぷりきゅあ！ざ・むーびー！ドキドキ♡ゲームの世界で大冒険！,,['Movie'],1,Finished Airing,"Sep 13, 2024",,,"None found,","None found,",['Toei Animation'],Original,['Action'],,,1 hr. 13 min.,G - All Ages,6.54,#6862,#12151,"1,853",5,171,"Komugi, Iroha, Yuki, Mayu, Daifuku, and Satoru have gathered to play the super popular game ""Doki Doki♡TanuKingdom""! Everyone starts the game happily! Or so they thought...but it seems they've been sucked into a world of the game with a suspicious tanuki...and now they're in even more trouble! Komugi has been separated from Iroha and the others...!? ""I want to be by Iroha's side forever and ever!"" To meet her beloved Iroha, Komugi decides to challenge herself to various game battles! How on earth did this happen...? What is the secret hidden in the world of the game...? The clue is in the hands of Natsuki, the young girl who created the game. ""Hirogaru Sky! Pretty Cure"" and ""Mahou Tsukai Pretty Cure!"" have also gathered together! When everyone's feelings come together, will a wonderful miracle unfold?! (Source: Pretty Cure Wiki)",[],Wonderful Precure! Movie: Dokidoki Game no Sekai de Daibouken!,,['Mahou Shoujo'],,,,
234,,ゼーガペインSTA,,['Movie'],1,Finished Airing,"Aug 16, 2024",,,"None found,","None found,",['Sunrise'],Original,,,,1 hr. 30 min.,PG-13 - Teens 13 or older,[],#16213,#12435,"1,678",5,,Sequel to Zegapain.,"['Prequel (TV) Zegapain', '']",Zegapain: STA,"['Action', 'Romance', 'Sci-Fi']",['Mecha'],,,,
235,Mobile Suit Gundam: The Origin - Movie Edition,機動戦士ガンダム THE ORIGIN (movie edition),,['Movie'],3,Finished Airing,"Sep 13, 2024 to Oct 11, 2024",,,"None found,","None found,",['Sunrise'],['Manga'],,"['Mecha', 'Military', 'Space']",['Shounen'],2 hr. 5 min. per ep.,R - 17+ (violence & profanity),[],#16927,#12889,"1,452",2,,"In the year 0068 of the Universal Century, Casval Rem Deikun's life is thrown into chaotic disarray after the assassination of his father, a prolific figure in the crusade towards civil rights for people who live away from the Earth's surface. Casval and his sister Artesia receive aid from soldiers who were loyal to their father, and the siblings are whisked away from their home, separated, and thrown into a twisted fate that sees them come into their own as soldiers and adults. Years before stealing the name Char Aznable or his ""Red Comet"" moniker, Casval must contend with the rise of a militarized version of his father's ideology and his own vengeful nature as intergalactic war molds him into a legendary mobile suit pilot. [Written by MAL Rewrite]",[],Kidou Senshi Gundam: The Origin - Movie Edition,"['Action', 'Sci-Fi']",,,,,
236,,劇場版すとぷり はじまりの物語~Strawberry School Festival!!!~,,['Movie'],1,Finished Airing,"Jul 19, 2024",,,['Bushiroad Move'],"None found,",['LIDENFILMS'],Other,,"['Idols (Male)', 'Music', 'School']",,1 hr. 23 min.,PG-13 - Teens 13 or older,[],#14622,#13053,"1,385",23,,An anime movie based on the boy band Strawberry Prince.,[],SutoPuri Movie: Hajimari no Monogatari - Strawberry School Festival!!!,,,,,,
237,,白蛇3：浮生,White Snake: Afloat,['Movie'],1,Finished Airing,"Aug 10, 2024",,,"None found,","None found,",['Light Chaser Animation Studios'],Other,,"['Martial Arts', 'Mythology']",,2 hr. 13 min.,PG-13 - Teens 13 or older,[],#19386,#13634,"1,180",1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Bai She II: Qing She Jie Qi', '']",Bai She 3: Fusheng,"['Action', 'Adventure', 'Fantasy']",,,,,
238,,映画クレヨンしんちゃん オラたちの恐竜日記,,['Movie'],1,Finished Airing,"Aug 9, 2024",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],,,['Seinen'],1 hr. 40 min.,G - All Ages,[],#20063,#13933,"1,088",6,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Crayon Shin-chan Movie 31: Chounouryoku Daikessen - Tobe Tobe Temakizushi', 'Sequel (Movie) Crayon Shin-chan Movie 33: Chou Karei! Shakunetsu no Kasukabe Dancers']",Crayon Shin-chan Movie 32: Ora-tachi no Kyouyuu Nikki,"['Adventure', 'Comedy']",,,,,
239,,伞少女,The Umbrella Fairy,['Movie'],1,Finished Airing,"Jul 6, 2024",,,"None found,","None found,","None found,",['Manga'],,,,1 hr. 35 min.,PG-13 - Teens 13 or older,[],#13854,#15516,697,2,,"Qingdai, a royal umbrella's fairy, embarks on a journey with a young craftsman to prevent war after failing to guard a vengeful sword's fairy who escapes the royal pavilion. (Source: IMDB)",[],San Shaonu,"['Adventure', 'Fantasy']",['Historical'],,,,
240,,KING OF PRISM -Dramatic PRISM.1-,,['Movie'],1,Finished Airing,"Aug 16, 2024",,,"None found,","None found,",['Tatsunoko Production'],Original,['Sports'],"['Idols (Male)', 'Music']",,1 hr.,PG-13 - Teens 13 or older,[],#16953,#17780,434,2,,Movie version of King of Prism: Shiny Seven Stars with new content.,[],King of Prism: Dramatic Prism.1,,,,,,
241,,二郎神之深海蛟龙,God with Three Eyes,['Movie'],1,Finished Airing,"Jul 13, 2024",,,"None found,","None found,","None found,",Unknown,['Fantasy'],,,1 hr. 40 min.,PG-13 - Teens 13 or older,[],#20522,#19628,304,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Erlang Shen: Shenhai Jialong,,,,,,
242,Fall Into The Mortal World,落凡尘,Into The Mortal World,['Movie'],1,Finished Airing,"Jul 12, 2024",,,"None found,","None found,","None found,",Original,,,,1 hr. 58 min.,PG-13 - Teens 13 or older,[],#17420,#20590,250,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Luo Fanchen (Movie),"['Fantasy', 'Romance']",,,,,
243,,사랑의 하츄핑,Heartsping: Teenieping of Love,['Movie'],1,Finished Airing,"Aug 7, 2024",,,['Studio Goindol'],"None found,",['SAMG Entertainment'],Original,['Fantasy'],,,1 hr. 26 min.,PG - Children,[],#19051,#22229,165,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Catch! Tiniping', '']",Salangui Hachyuping,,['Mahou Shoujo'],,,,
244,,プラネタリウム　ドラえもん　宇宙の模型,,['Movie'],1,Finished Airing,"Jul 19, 2024",,,"None found,","None found,","None found,",Unknown,,,['Kids'],40 min.,PG - Children,[],#18585,#22199,166,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Planetarium Doraemon: Uchuu no Mokei,"['Action', 'Sci-Fi']",['Space'],,,,
245,,신비아파트 특별편: 붉은눈의 사신,Shinbi's Haunted House Special: The Red-Eyed Grim Reaper,['Movie'],1,Finished Airing,"Aug 14, 2024",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 17 min.,G - All Ages,[],#14405,#23038,134,0,,Recap of the plot of Sinbi's Apartment: Phantom Ball: Zero - Du Beonjjae Iyagi.,[],Sinbi Apartment: Bulgeunnunui Sasin,"['Fantasy', 'Supernatural']",,,,,
246,,金陵御猫,The Royal Cat,['Movie'],1,Finished Airing,"Aug 24, 2024",,,"None found,","None found,","None found,",Original,,,,1 hr. 37 min.,PG-13 - Teens 13 or older,[],#16578,#23068,133,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jinling Yu Mao,"['Adventure', 'Comedy', 'Fantasy']",['Historical'],,,,
247,,喜羊羊与灰太狼之守护,Pleasant Goat and Big Big Wolf: The World Guardians,['Movie'],1,Finished Airing,"Jul 19, 2024",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 38 min.,PG - Children,[],#15412,#23817,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Xi Yangyang Yu Hui Tailang Zhi Shouhu,"['Action', 'Comedy']",['Anthropomorphic'],,,,
248,,32번 대왕잉어,Number 32. Giant Fish,['Movie'],1,Finished Airing,"Sep 5, 2024",,,"None found,","None found,","None found,",Original,,,,10 min.,PG-13 - Teens 13 or older,[],#19081,#23496,121,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],32 Beon Daewangingeo,"['Avant Garde', 'Drama']",,,,,
249,,쥬라기캅스 극장판: 전설의 고대생물을 찾아라,,['Movie'],1,Finished Airing,"Aug 15, 2024 to ?",,,"None found,","None found,","None found,",Original,['Action'],,['Kids'],1 hr. 15 min.,PG - Children,[],#16673,#25186,91,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jyulagi Cops: Jeonseolui Godaesaengmuleul Chajala,,['Mecha'],,,,
250,,阿狸,Ali's Dream Castle,['Movie'],1,Finished Airing,"Aug 17, 2024",,,"None found,","None found,","None found,",Original,['Fantasy'],,['Kids'],1 hr. 33 min.,PG - Children,[],#19163,#25360,89,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Ali,,,,,,
251,,고라니 아이돌과 나,The Popstar Water Deer and I,['Movie'],1,Finished Airing,"Jul 6, 2024",,,"None found,","None found,","None found,",Original,['Drama'],,,17 min.,PG-13 - Teens 13 or older,[],#20840,#24832,96,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Golani Aidolgwa Na,,['Anthropomorphic'],,,,
252,Great Sage Subdues Demons,大圣降妖,The Monkey King Conquers Monsters,['Movie'],1,Finished Airing,"Sep 15, 2024",,,"None found,","None found,","None found,",Other,,,['Kids'],1 hr. 30 min.,PG - Children,[],#20111,#25836,81,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Da Sheng Jiang Yao,"['Action', 'Adventure', 'Fantasy']",,,,,
253,,극장판 브레드 이발소: 빵스타의 탄생,Bread Barbershop: The Birth Of The Bread Star,['Movie'],1,Finished Airing,"Sep 12, 2024",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 17 min.,G - All Ages,[],#20803,#25932,80,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Geugjangpan Beuledeu Movie: Ppangseutaui Tansaeng,"['Comedy', 'Fantasy']",['Anthropomorphic'],,,,
254,,森林飞侠,Heho in Forest,['Movie'],1,Finished Airing,"Sep 15, 2024",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 21 min.,PG - Children,[],#13961,#26296,75,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Senlin Fei Xia,"['Adventure', 'Fantasy']",,,,,
255,"책상 벌레, Chaegsang Beolle",DESK BUGS,,['Movie'],1,Finished Airing,"Jul 18, 2024",,,"None found,","None found,",['STUDIO 8 DOGS'],Original,['Avant Garde'],,,3 min.,G - All Ages,[],#20234,#26836,71,0,,"A bright red desk and a blue pencil. Skulls, cups, and a modular synthesizer. When you sit at the desk, they appear. With fluffy purple bodies, they're called ""Desk Bugs."" (Source: Fantasia Film Festival)",[],Desk Bugs,,['Music'],,,,
256,"That Time I got Reincarnated as a Slime Episode 65.5, Tensei shitara Slime Datta Ken Recap, Tensura Recap",転生したらスライムだった件 閑話:ルミナスメモリーズ,That Time I Got Reincarnated as a Slime Season 3: Digression - Luminous Memories,['TV Special'],1,Finished Airing,"Aug 10, 2024",,,"None found,","None found,",['8bit'],['Manga'],,,,24 min.,PG-13 - Teens 13 or older,6.49,#7146,#5281,"18,638",17,6081,"Recap of Tensei shitara Slime Datta Ken 3rd Season. Rimuru and Hinata, despite both holding similar values, fought fiercely. What happened behind the scenes of this complicated situation? From the perspective of Luminous Valentine, the one and only God of the Holy Empire of Lubelius and one of the Octagram Demon Lords. The details of the ""Holy Demon Battle"" are told, as well as some secret that she has never told anyone.",[],Tensei shitara Slime Datta Ken: Kanwa - Luminous Memories,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],,,,
257,"NieR:Automata Ver1.1a: Chapter.13-18 Investigation Report, NieR:Automata Ver1.1a Part 2 Episode 18.5, NieR:Automata Ver1.1a (Cour 2) Episode 18.5, NieR:Automata Ver1.1a Part 2 Recap",NieR:Automata Ver1.1a Chapter.13-18 調査レポート,NieR:Automata Ver1.1a (Cour 2): Investigation Report,['TV Special'],1,Finished Airing,"Aug 16, 2024",,,"None found,","None found,",['A-1 Pictures'],Game,,,,23 min.,PG-13 - Teens 13 or older,6.44,#7484,#11157,"2,492",3,1040,Recap of the first six episodes of NieR:Automata Ver1.1a Part 2.,[],NieR:Automata Ver1.1a Part 2: Chapter. 13-18 Chousa Report,"['Action', 'Fantasy', 'Sci-Fi']",,,,,
258,"Muscleman, Musculman",キン肉マン 完璧超人始祖編 第0話,Kinnikuman: Perfect Origin Arc Episode 0,['TV Special'],1,Finished Airing,"Jul 7, 2024",,,"['Toei Animation', 'Pony Canyon', 'Shueisha', 'BS11', 'ADK Emotions']","None found,",['Production I.G'],['Manga'],,,['Shounen'],23 min.,PG-13 - Teens 13 or older,6.49,#7124,#11556,"2,215",0,939,Episode 0 of Kinnikuman: Kanpeki Chоujin Shiso-hen.,"['Sequel (TV) Kinnikuman: Kanpeki Chоujin Shiso-hen', 'Adaptation (Manga) Kinnikuman']",Kinnikuman: Kanpeki Chоujin Shiso-hen Episode 0,"['Comedy', 'Sports']",['Combat Sports'],,,,
259,"One Piece Recap, One Piece Special",荒ぶる変革の記録[ログ] 暗躍する革命軍!,One Piece: The Log of the Turbulent Revolution - The Revolutionary Army Maneuvers in Secret!,['TV Special'],1,Finished Airing,"Aug 25, 2024",,,"None found,","None found,",['Toei Animation'],['Manga'],,,['Shounen'],23 min.,PG-13 - Teens 13 or older,6.38,#7837,#11747,"2,090",0,972,The fourth recap special of the Egghead arc. It follows the actions of the Revolutionary Army.,[],One Piece: Araburu Henkaku no Log: Anyaku Suru Kakumeigun!,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,,,
260,"Nige Jouzu no Wakagimi Episode 9.5, Nige Jouzu no Wakagimi Recap, The Elusive Samurai Episode 9.5, The Elusive Samurai Recap, Nigewaka Recap",逃げ上手の若君: 幕間（1333年-1334年）「歴史」,"The Elusive Samurai: Interlude (1333-1334) ""History""",['TV Special'],1,Finished Airing,"Sep 7, 2024",,,"None found,","None found,",['CloverWorks'],['Manga'],,"['Historical', 'Samurai']",['Shounen'],23 min.,R - 17+ (violence & profanity),6.19,#8887,#12018,"1,929",10,927,Recap of the first nine episodes of Nige Jouzu no Wakagimi.,[],"Nige Jouzu no Wakagimi: Makuai (1333-nen - 1334-nen) ""Rekishi""","['Adventure', 'Comedy']",,,,,
261,,ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで 総集編,,['TV Special'],1,Finished Airing,"Aug 16, 2024",,,"None found,","None found,",['Seven Arcs'],['Light novel'],,,,24 min.,PG-13 - Teens 13 or older,6.01,#9904,#12183,"1,829",4,628,"Recap of the first six episodes of Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made.",[],"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made Recap","['Action', 'Adventure', 'Fantasy']",['Isekai'],,,,
262,"One Piece Recap, One Piece Special",揺るがぬ正義! 海軍の誇り高き記録[ログ]!,One Piece: Unwavering Justice! The Navy's Proud Log!,['TV Special'],1,Finished Airing,"Sep 29, 2024",,,"None found,","None found,",['Toei Animation'],['Manga'],,,['Shounen'],23 min.,PG-13 - Teens 13 or older,6.46,#7319,#12620,"1,580",0,769,The fifth recap special of the Egghead arc.,[],One Piece: Yuruganu Seigi! Kaigun no Hokoritakaki Log!,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,,,,
